pcds,laua,lat,long
BS10 6TG,E06000023,51.501614,-2.615407
BS10 6TH,E06000023,51.506883,-2.610233
BS10 6TJ,E06000023,51.507115,-2.60881
BS10 6TL,E06000023,51.505929,-2.610408
BS10 6TN,E06000023,51.498892,-2.61501
BS10 6TP,E06000023,51.503982,-2.604417
BS10 6TQ,E06000023,51.500471,-2.615694
BS10 6TR,E06000023,51.511628,-2.609
BS10 6TS,E06000023,51.506434,-2.610213
BS10 6TU,E06000023,51.50103,-2.615255
BS10 6TW,E06000023,51.498824,-2.614217
BS10 6TX,E06000023,51.501173,-2.615487
BS10 6TY,E06000023,51.498768,-2.614648
BS10 6TZ,E06000023,51.510143,-2.614513
BS10 6UB,E06000023,51.514365,-2.599354
BS10 6UD,E06000023,51.509454,-2.615226
BS10 6UE,E06000023,51.511954,-2.601397
BS10 6WA,E06000023,51.493913,-2.617896
BS10 6WB,E06000023,51.494068,-2.619137
BS10 6WD,E06000023,51.493913,-2.617896
BS10 6WE,E06000023,51.508173,-2.593637
BS10 6WF,E06000023,51.507593,-2.594508
BS10 6WG,E06000023,51.507645,-2.593097
BS10 6WH,E06000023,51.508004,-2.595018
BS10 6WR,E06000023,51.494068,-2.619137
BS10 6WS,E06000023,51.494068,-2.619137
BS10 6WT,E06000023,51.494068,-2.619137
BS10 6WU,E06000023,51.494068,-2.619137
BS10 6WW,E06000023,51.494068,-2.619137
BS10 6WX,E06000023,51.494068,-2.619137
BS10 6WY,E06000023,51.494068,-2.619137
BS10 6WZ,E06000023,51.494068,-2.619137
BS10 6YA,E06000023,51.50801,-2.604413
BS10 6YB,E06000023,51.50801,-2.604413
BS10 6YD,E06000023,51.494023,-2.619179
BS10 6YE,E06000023,51.494068,-2.619137
BS10 6YF,E06000023,51.494068,-2.619137
BS10 6YG,E06000023,51.500222,-2.6151
BS10 6YH,E06000023,51.50801,-2.604413
BS10 6YJ,E06000023,51.494068,-2.619137
BS10 6YL,E06000023,51.494068,-2.619137
BS10 6YU,E06000023,51.494068,-2.619137
BS10 6YW,E06000023,51.501865,-2.612169
BS10 6ZQ,E06000023,51.494068,-2.619137
BS10 6ZX,E06000023,51.494068,-2.619137
BS10 7AA,E06000023,51.501642,-2.625463
BS10 7AB,E06000023,51.50217,-2.624116
BS10 7AD,E06000023,51.504292,-2.627574
BS10 7AE,E06000023,51.505928,-2.627683
BS10 7AF,E06000023,51.510393,-2.626707
BS10 7AG,E06000023,51.506758,-2.627089
BS10 7AH,E06000023,51.507163,-2.63038
BS10 7AJ,E06000023,51.504692,-2.628372
BS10 7AL,E06000023,51.505492,-2.626885
BS10 7AN,E06000023,51.500511,-2.623416
BS10 7AP,E06000023,51.503251,-2.623886
BS10 7AQ,E06000023,51.506252,-2.629229
BS10 7AR,E06000023,51.50396,-2.624155
BS10 7AS,E06000023,51.504979,-2.623564
BS10 7AT,E06000023,51.505219,-2.622285
BS10 7AU,E06000023,51.505042,-2.62185
BS10 7AW,E06000023,51.504881,-2.621675
BS10 7AX,E06000023,51.50472,-2.621514
BS10 7AY,E06000023,51.506052,-2.62123
BS10 7AZ,E06000023,51.50603,-2.622108
BS10 7BA,E06000023,51.505616,-2.623731
BS10 7BB,E06000023,51.506199,-2.624027
BS10 7BD,E06000023,51.506032,-2.623148
BS10 7BE,E06000023,51.505894,-2.620464
BS10 7BF,E06000023,51.505192,-2.620728
BS10 7BG,E06000023,51.504489,-2.620992
BS10 7BH,E06000023,51.503239,-2.622762
BS10 7BJ,E06000023,51.503306,-2.621884
BS10 7BL,E06000023,51.503913,-2.621158
BS10 7BN,E06000023,51.504592,-2.620187
BS10 7BP,E06000023,51.504831,-2.619167
BS10 7BQ,E06000023,51.504065,-2.622946
BS10 7BS,E06000023,51.504763,-2.618403
BS10 7BT,E06000023,51.504069,-2.618854
BS10 7BU,E06000023,51.50567,-2.618703
BS10 7BW,E06000023,51.503546,-2.620749
BS10 7BX,E06000023,51.510393,-2.626707
BS10 7BY,E06000023,51.506021,-2.618694
BS10 7BZ,E06000023,51.505616,-2.623731
BS10 7DA,E06000023,51.494068,-2.619137
BS10 7DB,E06000023,51.494068,-2.619137
BS10 7DE,E06000023,51.511339,-2.634746
BS10 7DF,E06000023,51.502936,-2.618767
BS10 7DG,E06000023,51.502172,-2.618685
BS10 7DH,E06000023,51.504411,-2.617087
BS10 7DJ,E06000023,51.505484,-2.616196
BS10 7DL,E06000023,51.507691,-2.617319
BS10 7DN,E06000023,51.509384,-2.616938
BS10 7DP,E06000023,51.509287,-2.617991
BS10 7DQ,E06000023,51.504651,-2.615837
BS10 7DR,E06000023,51.509437,-2.620469
BS10 7DS,E06000023,51.509168,-2.621964
BS10 7DT,E06000023,51.508343,-2.62152
BS10 7DU,E06000023,51.508565,-2.620428
BS10 7DW,E06000023,51.50994,-2.618848
BS10 7DX,E06000023,51.508949,-2.619166
BS10 7DY,E06000023,51.508336,-2.619445
BS10 7DZ,E06000023,51.50802,-2.619758
BS10 7EA,E06000023,51.50852,-2.618571
BS10 7EB,E06000023,51.50774,-2.61827
BS10 7ED,E06000023,51.506732,-2.618473
BS10 7EE,E06000023,51.507274,-2.619762
BS10 7EF,E06000023,51.506394,-2.619306
BS10 7EG,E06000023,51.507655,-2.620733
BS10 7EH,E06000023,51.50747,-2.621811
BS10 7EJ,E06000023,51.506944,-2.622697
BS10 7EL,E06000023,51.507886,-2.622926
BS10 7EN,E06000023,51.508443,-2.622864
BS10 7EP,E06000023,51.510082,-2.620996
BS10 7EQ,E06000023,51.507554,-2.621236
BS10 7ER,E06000023,51.511605,-2.635326
BS10 7ET,E06000023,51.513221,-2.614007
BS10 7EU,E06000023,51.513493,-2.613564
BS10 7EW,E06000023,51.513556,-2.615164
BS10 7EX,E06000023,51.513638,-2.61665
BS10 7EY,E06000023,51.513936,-2.616481
BS10 7EZ,E06000023,51.513928,-2.617922
BS10 7FB,E06000023,51.509193,-2.618767
BS10 7FD,E06000023,51.51396,-2.620415
BS10 7FE,E06000023,51.503795,-2.6162
BS10 7FG,E06000023,51.50224,-2.621178
BS10 7FH,E06000023,51.509867,-2.620777
BS10 7FJ,E06000023,51.510154,-2.620868
BS10 7FP,E06000023,51.501832,-2.621792
BS10 7FQ,E06000023,51.500581,-2.625163
BS10 7FS,E06000023,51.504322,-2.621785
BS10 7FT,E06000023,51.512053,-2.621948
BS10 7FU,E06000023,51.506451,-2.623759
BS10 7FX,E06000023,51.506,-2.623969
BS10 7HE,E06000023,51.510472,-2.620296
BS10 7HF,E06000023,51.510145,-2.620868
BS10 7HG,E06000023,51.509436,-2.620471
BS10 7HH,E06000023,51.510826,-2.621424
BS10 7HJ,E06000023,51.510208,-2.622569
BS10 7HL,E06000023,51.508982,-2.623128
BS10 7HN,E06000023,51.508982,-2.623128
BS10 7HP,E06000023,51.50978,-2.623528
BS10 7HQ,E06000023,51.510077,-2.621818
BS10 7HR,E06000023,51.50978,-2.623528
BS10 7HS,E06000023,51.50978,-2.623528
BS10 7HT,E06000023,51.510819,-2.622678
BS10 7HU,E06000023,51.511066,-2.621817
BS10 7HW,E06000023,51.508982,-2.623128
BS10 7HX,E06000023,51.511442,-2.621925
BS10 7HY,E06000023,51.511967,-2.621526
BS10 7HZ,E06000023,51.512637,-2.620671
BS10 7JA,E06000023,51.511047,-2.62039
BS10 7JB,E06000023,51.51091,-2.619005
BS10 7JD,E06000023,51.512578,-2.619964
BS10 7JE,E06000023,51.511888,-2.619193
BS10 7JF,E06000023,51.512546,-2.617427
BS10 7JG,E06000023,51.511673,-2.617661
BS10 7JH,E06000023,51.513423,-2.618333
BS10 7JJ,E06000023,51.513877,-2.619189
BS10 7JL,E06000023,51.513055,-2.616368
BS10 7JN,E06000023,51.512538,-2.615525
BS10 7JP,E06000023,51.510393,-2.626707
BS10 7JQ,E06000023,51.512577,-2.618437
BS10 7JR,E06000023,51.514237,-2.617436
BS10 7JT,E06000023,51.512629,-2.630672
BS10 7JU,E06000023,51.511903,-2.616698
BS10 7JW,E06000023,51.512365,-2.615926
BS10 7LA,E06000023,51.510906,-2.623284
BS10 7LB,E06000023,51.510766,-2.624205
BS10 7LD,E06000023,51.511305,-2.624299
BS10 7LE,E06000023,51.511883,-2.623716
BS10 7LF,E06000023,51.511233,-2.622525
BS10 7LG,E06000023,51.511945,-2.622376
BS10 7LH,E06000023,51.512622,-2.623524
BS10 7LJ,E06000023,51.513258,-2.622221
BS10 7LL,E06000023,51.51336,-2.623433
BS10 7LN,E06000023,51.513107,-2.621845
BS10 7LP,E06000023,51.513753,-2.625372
BS10 7LQ,E06000023,51.512703,-2.621839
BS10 7LR,E06000023,51.514323,-2.624844
BS10 7LU,E06000023,51.5133,-2.626185
BS10 7LW,E06000023,51.514124,-2.624901
BS10 7LX,E06000023,51.513531,-2.626764
BS10 7LY,E06000023,51.512661,-2.627934
BS10 7LZ,E06000023,51.511807,-2.629551
BS10 7NA,E06000023,51.512074,-2.63016
BS10 7NB,E06000023,51.511082,-2.629008
BS10 7ND,E06000023,51.511762,-2.628008
BS10 7NG,E06000023,51.509354,-2.632586
BS10 7NH,E06000023,51.511422,-2.632401
BS10 7NJ,E06000023,51.509667,-2.631366
BS10 7NL,E06000023,51.510759,-2.630487
BS10 7NN,E06000023,51.511519,-2.63142
BS10 7NP,E06000023,51.512186,-2.63594
BS10 7NQ,E06000023,51.510003,-2.627321
BS10 7NR,E06000023,51.512054,-2.637191
BS10 7NS,E06000023,51.513005,-2.632565
BS10 7NT,E06000023,51.512553,-2.632933
BS10 7NU,E06000023,51.511861,-2.631309
BS10 7NW,E06000023,51.511811,-2.635473
BS10 7NX,E06000023,51.510346,-2.628666
BS10 7NY,E06000023,51.510116,-2.627844
BS10 7NZ,E06000023,51.510023,-2.626719
BS10 7PA,E06000023,51.511269,-2.627598
BS10 7PB,E06000023,51.511301,-2.628463
BS10 7PD,E06000023,51.511067,-2.626788
BS10 7PE,E06000023,51.512249,-2.627683
BS10 7PF,E06000023,51.511545,-2.62642
BS10 7PG,E06000023,51.51255,-2.626823
BS10 7PH,E06000023,51.513434,-2.627988
BS10 7PJ,E06000023,51.514357,-2.62692
BS10 7PL,E06000023,51.513771,-2.628929
BS10 7PN,E06000023,51.513348,-2.628952
BS10 7PP,E06000023,51.513444,-2.631245
BS10 7PQ,E06000023,51.512654,-2.625974
BS10 7PR,E06000023,51.512993,-2.629726
BS10 7PS,E06000023,51.510652,-2.638598
BS10 7PT,E06000023,51.510653,-2.640097
BS10 7PU,E06000023,51.511019,-2.639021
BS10 7PW,E06000023,51.514049,-2.629034
BS10 7PX,E06000023,51.510143,-2.639658
BS10 7PY,E06000023,51.510149,-2.638563
BS10 7PZ,E06000023,51.509728,-2.638341
BS10 7QA,E06000023,51.511569,-2.640185
BS10 7QB,E06000023,51.49956,-2.629756
BS10 7QD,E06000023,51.501831,-2.621794
BS10 7QE,E06000023,51.502782,-2.63221
BS10 7QF,E06000023,51.506735,-2.631169
BS10 7QG,E06000023,51.506706,-2.631887
BS10 7QH,E06000023,51.510204,-2.630091
BS10 7QJ,E06000023,51.508591,-2.630489
BS10 7QL,E06000023,51.509777,-2.629177
BS10 7QN,E06000023,51.509433,-2.62959
BS10 7QP,E06000023,51.508841,-2.629322
BS10 7QQ,E06000023,51.50798,-2.630708
BS10 7QR,E06000023,51.507017,-2.632424
BS10 7QS,E06000023,51.505777,-2.632421
BS10 7QT,E06000023,51.505716,-2.636945
BS10 7QU,E06000023,51.506572,-2.634997
BS10 7QW,E06000023,51.508957,-2.62954
BS10 7QX,E06000023,51.507079,-2.634113
BS10 7QY,E06000023,51.507341,-2.635829
BS10 7QZ,E06000023,51.508447,-2.6357
BS10 7RA,E06000023,51.509381,-2.637402
BS10 7RB,E06000023,51.511394,-2.637903
BS10 7RD,E06000023,51.508191,-2.638261
BS10 7RE,E06000023,51.506356,-2.638351
BS10 7RF,E06000023,51.509292,-2.639141
BS10 7RG,E06000023,51.509324,-2.638234
BS10 7RU,E06000023,51.514593,-2.65742
BS10 7RX,E06000023,51.517904,-2.670104
BS10 7RY,E06000023,51.520671,-2.671975
BS10 7SL,E06000023,51.518403,-2.662919
BS10 7SN,E06000023,51.494068,-2.619137
BS10 7SS,E06000023,51.508276,-2.63407
BS10 7ST,E06000023,51.507772,-2.634178
BS10 7SU,E06000023,51.507957,-2.633258
BS10 7SX,E06000023,51.508392,-2.632602
BS10 7SY,E06000023,51.507782,-2.632305
BS10 7SZ,E06000023,51.507236,-2.633565
BS10 7WD,E06000023,51.494068,-2.619137
BS10 7WE,E06000023,51.494068,-2.619137
BS10 7WJ,E06000023,51.494023,-2.619179
BS10 7WL,E06000023,51.494068,-2.619137
BS10 7WN,E06000023,51.494068,-2.619137
BS10 7WP,E06000023,51.494068,-2.619137
BS10 7WQ,E06000023,51.494068,-2.619137
BS10 7WR,E06000023,51.494068,-2.619137
BS10 7WS,E06000023,51.494068,-2.619137
BS10 7WT,E06000023,51.494068,-2.619137
BS10 7WU,E06000023,51.494068,-2.619137
BS10 7WW,E06000023,51.494023,-2.619179
BS10 7WX,E06000023,51.494068,-2.619137
BS10 7WY,E06000023,51.494068,-2.619137
BS10 7WZ,E06000023,51.494068,-2.619137
BS10 7XA,E06000023,51.510937,-2.640778
BS10 7XB,E06000023,51.511665,-2.640647
BS10 7XE,E06000023,51.509333,-2.639877
BS10 7XF,E06000023,51.509099,-2.641459
BS10 7XG,E06000023,51.509469,-2.64119
BS10 7XH,E06000023,51.510354,-2.640655
BS10 7XJ,E06000023,51.510495,-2.641046
BS10 7XL,E06000023,51.510108,-2.641113
BS10 7XN,E06000023,51.510081,-2.64117
BS10 7XQ,E06000023,51.509201,-2.642656
BS10 7XR,E06000023,51.494068,-2.619137
BS10 7XS,E06000023,51.494068,-2.619137
BS10 7XW,E06000023,51.510081,-2.64117
BS10 7YA,E06000023,51.510376,-2.626491
BS10 7YB,E06000023,51.509973,-2.641168
BS10 7YD,E06000023,51.510006,-2.62673
BS10 7YE,E06000023,51.494068,-2.619137
BS10 7YF,E06000023,51.510006,-2.62673
BS10 7YG,E06000023,51.494068,-2.619137
BS10 7YH,E06000023,51.493913,-2.617896
BS10 7YJ,E06000023,51.494068,-2.619137
BS10 7YL,E06000023,51.493913,-2.617896
BS10 7YN,E06000023,51.493913,-2.617896
BS10 7ZJ,E06000023,51.494068,-2.619137
BS10 7ZN,E06000023,51.494068,-2.619137
BS10 7ZQ,E06000023,51.494068,-2.619137
BS10 7ZX,E06000023,51.494068,-2.619137
BS11 0AA,E06000023,51.495219,-2.682303
BS11 0AB,E06000023,51.49469,-2.682209
BS11 0AD,E06000023,51.494448,-2.680491
BS11 0AE,E06000023,51.49511,-2.681034
BS11 0AF,E06000023,51.50046,-2.658928
BS11 0AG,E06000023,51.495341,-2.679986
BS11 0AH,E06000023,51.495254,-2.67634
BS11 0AJ,E06000023,51.494896,-2.676119
BS11 0AL,E06000023,51.494657,-2.678434
BS11 0AN,E06000023,51.494225,-2.680156
BS11 0AP,E06000023,51.493562,-2.68127
BS11 0AQ,E06000023,51.494916,-2.678769
BS11 0AR,E06000023,51.494444,-2.684164
BS11 0AS,E06000023,51.499664,-2.695695
BS11 0AT,E06000023,51.492441,-2.679237
BS11 0AU,E06000023,51.492802,-2.679069
BS11 0AW,E06000023,51.494623,-2.68287
BS11 0AX,E06000023,51.493004,-2.681377
BS11 0AY,E06000023,51.493366,-2.680979
BS11 0AZ,E06000023,51.498296,-2.663218
BS11 0BA,E06000023,51.498287,-2.663218
BS11 0BB,E06000023,51.491638,-2.678073
BS11 0BD,E06000023,51.498296,-2.663218
BS11 0BE,E06000023,51.491963,-2.676392
BS11 0BF,E06000023,51.498296,-2.663218
BS11 0BG,E06000023,51.490381,-2.677823
BS11 0BH,E06000023,51.490923,-2.677443
BS11 0BJ,E06000023,51.491313,-2.676786
BS11 0BL,E06000023,51.491313,-2.676786
BS11 0BN,E06000023,51.49109,-2.674881
BS11 0BP,E06000023,51.49089,-2.676909
BS11 0BQ,E06000023,51.490923,-2.677443
BS11 0BS,E06000023,51.490427,-2.676153
BS11 0BT,E06000023,51.490253,-2.676626
BS11 0BU,E06000023,51.489863,-2.675699
BS11 0BW,E06000023,51.490898,-2.675469
BS11 0BX,E06000023,51.497542,-2.661435
BS11 0BY,E06000023,51.490575,-2.680016
BS11 0BZ,E06000023,51.49003,-2.679374
BS11 0DA,E06000023,51.49214,-2.679996
BS11 0DB,E06000023,51.490211,-2.677605
BS11 0DD,E06000023,51.5161,-2.670985
BS11 0DE,E06000023,51.490936,-2.679762
BS11 0DF,E06000023,51.490958,-2.679128
BS11 0DG,E06000023,51.490986,-2.678671
BS11 0DH,E06000023,51.498501,-2.663538
BS11 0DJ,E06000023,51.489719,-2.677039
BS11 0DL,E06000023,51.489356,-2.676011
BS11 0DN,E06000023,51.489581,-2.675957
BS11 0DP,E06000023,51.489192,-2.675098
BS11 0DQ,E06000023,51.490851,-2.679026
BS11 0DR,E06000023,51.489567,-2.673811
BS11 0DS,E06000023,51.488481,-2.67369
BS11 0DT,E06000023,51.488769,-2.674966
BS11 0DU,E06000023,51.488547,-2.674584
BS11 0DW,E06000023,51.489511,-2.677436
BS11 0DX,E06000023,51.488943,-2.675832
BS11 0DY,E06000023,51.489777,-2.674919
BS11 0DZ,E06000023,51.49047,-2.674645
BS11 0EA,E06000023,51.491022,-2.669522
BS11 0EB,E06000023,51.490515,-2.670206
BS11 0ED,E06000023,51.489791,-2.672572
BS11 0EE,E06000023,51.489282,-2.671945
BS11 0EF,E06000023,51.488263,-2.670893
BS11 0EG,E06000023,51.487936,-2.672991
BS11 0EH,E06000023,51.491604,-2.67473
BS11 0EJ,E06000023,51.4891,-2.675442
BS11 0EL,E06000023,51.487466,-2.670377
BS11 0EN,E06000023,51.493915,-2.679374
BS11 0EP,E06000023,51.494394,-2.677307
BS11 0EQ,E06000023,51.489565,-2.67434
BS11 0ER,E06000023,51.494125,-2.677245
BS11 0ES,E06000023,51.493757,-2.677125
BS11 0ET,E06000023,51.493962,-2.67586
BS11 0EU,E06000023,51.495537,-2.674097
BS11 0EW,E06000023,51.493545,-2.679599
BS11 0EX,E06000023,51.495659,-2.673163
BS11 0EY,E06000023,51.496034,-2.67203
BS11 0EZ,E06000023,51.496273,-2.671198
BS11 0FB,E06000023,51.501994,-2.656472
BS11 0FD,E06000023,51.518407,-2.668285
BS11 0FE,E06000023,51.496038,-2.663373
BS11 0FF,E06000023,51.502153,-2.66022
BS11 0FG,E06000023,51.501497,-2.661608
BS11 0FH,E06000023,51.488056,-2.67246
BS11 0FJ,E06000023,51.523911,-2.688243
BS11 0FL,E06000023,51.499183,-2.66031
BS11 0FN,E06000023,51.504308,-2.649218
BS11 0FP,E06000023,51.504962,-2.652887
BS11 0FR,E06000023,51.519239,-2.673702
BS11 0FS,E06000023,51.499695,-2.666757
BS11 0FT,E06000023,51.498307,-2.668898
BS11 0FU,E06000023,51.499188,-2.667384
BS11 0FW,E06000023,51.49825,-2.667932
BS11 0FX,E06000023,51.498781,-2.667925
BS11 0FZ,E06000023,51.503754,-2.655045
BS11 0GA,E06000023,51.503291,-2.646304
BS11 0GB,E06000023,51.503552,-2.646337
BS11 0GD,E06000023,51.503344,-2.655961
BS11 0GE,E06000023,51.503141,-2.655296
BS11 0GF,E06000023,51.503648,-2.654626
BS11 0GG,E06000023,51.500771,-2.65801
BS11 0GH,E06000023,51.500206,-2.659414
BS11 0GJ,E06000023,51.497301,-2.660931
BS11 0HA,E06000023,51.497058,-2.670605
BS11 0HB,E06000023,51.4972,-2.669483
BS11 0HD,E06000023,51.49642,-2.670653
BS11 0HE,E06000023,51.496611,-2.670151
BS11 0HF,E06000023,51.497006,-2.669988
BS11 0HG,E06000023,51.497255,-2.668926
BS11 0HH,E06000023,51.497983,-2.667496
BS11 0HJ,E06000023,51.498103,-2.667206
BS11 0HL,E06000023,51.49844,-2.66649
BS11 0HN,E06000023,51.491991,-2.677747
BS11 0HP,E06000023,51.49954,-2.695333
BS11 0HQ,E06000023,51.497576,-2.668192
BS11 0HR,E06000023,51.495093,-2.668415
BS11 0HS,E06000023,51.489171,-2.674046
BS11 0HT,E06000023,51.494076,-2.673154
BS11 0HU,E06000023,51.493841,-2.673453
BS11 0HW,E06000023,51.503589,-2.64445
BS11 0HX,E06000023,51.493493,-2.669832
BS11 0HY,E06000023,51.493241,-2.669828
BS11 0HZ,E06000023,51.494191,-2.665694
BS11 0JA,E06000023,51.493839,-2.665861
BS11 0JB,E06000023,51.495249,-2.663102
BS11 0JD,E06000023,51.495635,-2.663122
BS11 0JE,E06000023,51.496718,-2.662291
BS11 0JF,E06000023,51.496293,-2.662858
BS11 0JG,E06000023,51.496434,-2.663378
BS11 0JH,E06000023,51.494994,-2.664888
BS11 0JJ,E06000023,51.495138,-2.665247
BS11 0JL,E06000023,51.494017,-2.667909
BS11 0JN,E06000023,51.49494,-2.66847
BS11 0JP,E06000023,51.495395,-2.670638
BS11 0JQ,E06000023,51.496629,-2.663914
BS11 0JR,E06000023,51.494553,-2.670006
BS11 0JS,E06000023,51.494165,-2.670202
BS11 0JT,E06000023,51.494784,-2.670542
BS11 0JU,E06000023,51.494838,-2.671998
BS11 0JW,E06000023,51.495535,-2.669646
BS11 0JX,E06000023,51.494137,-2.671945
BS11 0JY,E06000023,51.494832,-2.674735
BS11 0JZ,E06000023,51.494521,-2.672526
BS11 0LA,E06000023,51.497099,-2.661847
BS11 0LB,E06000023,51.504515,-2.652618
BS11 0LD,E06000023,51.499973,-2.665393
BS11 0LE,E06000023,51.49651,-2.661132
BS11 0LF,E06000023,51.499809,-2.665963
BS11 0LG,E06000023,51.495279,-2.675087
BS11 0LH,E06000023,51.494725,-2.673005
BS11 0LJ,E06000023,51.495636,-2.670944
BS11 0LL,E06000023,51.496399,-2.66963
BS11 0LN,E06000023,51.495723,-2.668266
BS11 0LP,E06000023,51.497076,-2.667281
BS11 0LQ,E06000023,51.495299,-2.674756
BS11 0LR,E06000023,51.497498,-2.664517
BS11 0LS,E06000023,51.497945,-2.664826
BS11 0LT,E06000023,51.498572,-2.665397
BS11 0LU,E06000023,51.499028,-2.665595
BS11 0LW,E06000023,51.495771,-2.667777
BS11 0LX,E06000023,51.49947,-2.665511
BS11 0LY,E06000023,51.499494,-2.664503
BS11 0LZ,E06000023,51.500385,-2.662802
BS11 0NA,E06000023,51.500971,-2.662465
BS11 0NB,E06000023,51.501793,-2.660229
BS11 0ND,E06000023,51.50178,-2.660949
BS11 0NE,E06000023,51.502707,-2.659104
BS11 0NF,E06000023,51.502928,-2.659828
BS11 0NG,E06000023,51.501819,-2.661944
BS11 0NH,E06000023,51.500667,-2.663829
BS11 0NJ,E06000023,51.501879,-2.662535
BS11 0NL,E06000023,51.50326,-2.659962
BS11 0NN,E06000023,51.50381,-2.658068
BS11 0NP,E06000023,51.501044,-2.660679
BS11 0NQ,E06000023,51.500669,-2.663339
BS11 0NR,E06000023,51.500117,-2.662452
BS11 0NS,E06000023,51.499463,-2.663682
BS11 0NT,E06000023,51.503204,-2.657094
BS11 0NU,E06000023,51.50059,-2.664649
BS11 0NW,E06000023,51.504395,-2.656391
BS11 0NZ,E06000023,51.497739,-2.660041
BS11 0PA,E06000023,51.49845,-2.663004
BS11 0PB,E06000023,51.498538,-2.663481
BS11 0PD,E06000023,51.499549,-2.662674
BS11 0PE,E06000023,51.500203,-2.661488
BS11 0PF,E06000023,51.499445,-2.660454
BS11 0PG,E06000023,51.500059,-2.658403
BS11 0PH,E06000023,51.501319,-2.656606
BS11 0PJ,E06000023,51.501295,-2.657614
BS11 0PL,E06000023,51.501668,-2.656856
BS11 0PN,E06000023,51.502098,-2.655609
BS11 0PP,E06000023,51.503615,-2.651063
BS11 0PQ,E06000023,51.500896,-2.6583
BS11 0PR,E06000023,51.503617,-2.649248
BS11 0PS,E06000023,51.504159,-2.646795
BS11 0PT,E06000023,51.502883,-2.650275
BS11 0PU,E06000023,51.503114,-2.650624
BS11 0PW,E06000023,51.50291,-2.653488
BS11 0PX,E06000023,51.503548,-2.650169
BS11 0PY,E06000023,51.503086,-2.654067
BS11 0PZ,E06000023,51.502281,-2.65662
BS11 0QA,E06000023,51.503747,-2.65641
BS11 0QB,E06000023,51.501949,-2.657984
BS11 0QD,E06000023,51.502131,-2.657713
BS11 0QE,E06000023,51.50137,-2.658667
BS11 0QF,E06000023,51.500416,-2.660425
BS11 0QG,E06000023,51.50101,-2.660261
BS11 0QH,E06000023,51.503917,-2.648575
BS11 0QJ,E06000023,51.502699,-2.649321
BS11 0QL,E06000023,51.520399,-2.670919
BS11 0QN,E06000023,51.496805,-2.661324
BS11 0QP,E06000023,51.498776,-2.664219
BS11 0QQ,E06000023,51.503363,-2.647962
BS11 0QR,E06000023,51.497266,-2.662598
BS11 0QS,E06000023,51.497266,-2.662598
BS11 0QT,E06000023,51.498388,-2.66453
BS11 0QU,E06000023,51.497905,-2.662251
BS11 0QW,E06000023,51.496805,-2.661324
BS11 0QX,E06000023,51.498221,-2.660354
BS11 0QY,E06000023,51.498121,-2.659124
BS11 0QZ,E06000023,51.498198,-2.658276
BS11 0RA,E06000023,51.499424,-2.657746
BS11 0RB,E06000023,51.499656,-2.658152
BS11 0RD,E06000023,51.500914,-2.6566
BS11 0RE,E06000023,51.500909,-2.65588
BS11 0RF,E06000023,51.502558,-2.653584
BS11 0RG,E06000023,51.502933,-2.652451
BS11 0RH,E06000023,51.501004,-2.653317
BS11 0RJ,E06000023,51.500739,-2.655521
BS11 0RL,E06000023,51.499587,-2.655919
BS11 0RN,E06000023,51.500748,-2.657347
BS11 0RP,E06000023,51.498287,-2.663218
BS11 0RQ,E06000023,51.501761,-2.653112
BS11 0RR,E06000023,51.504002,-2.642929
BS11 0RS,E06000023,51.519622,-2.668284
BS11 0RU,E06000023,51.505442,-2.653873
BS11 0RW,E06000023,51.504676,-2.651165
BS11 0RX,E06000023,51.505231,-2.653176
BS11 0RY,E06000023,51.504348,-2.65361
BS11 0RZ,E06000023,51.504522,-2.654505
BS11 0SA,E06000023,51.503754,-2.653359
BS11 0SB,E06000023,51.504031,-2.652038
BS11 0SD,E06000023,51.504446,-2.652055
BS11 0SE,E06000023,51.504515,-2.652618
BS11 0SF,E06000023,51.504523,-2.651177
BS11 0SG,E06000023,51.505244,-2.650827
BS11 0SH,E06000023,51.505903,-2.651932
BS11 0SJ,E06000023,51.505674,-2.647851
BS11 0SL,E06000023,51.506146,-2.647166
BS11 0SN,E06000023,51.506629,-2.649262
BS11 0SP,E06000023,51.506258,-2.651303
BS11 0SQ,E06000023,51.505146,-2.652368
BS11 0SR,E06000023,51.506997,-2.654152
BS11 0SS,E06000023,51.506625,-2.654752
BS11 0ST,E06000023,51.50634,-2.6559
BS11 0SU,E06000023,51.505077,-2.656574
BS11 0SW,E06000023,51.50653,-2.650918
BS11 0SX,E06000023,51.506242,-2.654199
BS11 0SY,E06000023,51.505866,-2.653905
BS11 0SZ,E06000023,51.505417,-2.655296
BS11 0TA,E06000023,51.506006,-2.649343
BS11 0TB,E06000023,51.504753,-2.650316
BS11 0TD,E06000023,51.504358,-2.641997
BS11 0TF,E06000023,51.504952,-2.648417
BS11 0TG,E06000023,51.505677,-2.650589
BS11 0TH,E06000023,51.504498,-2.64916
BS11 0TJ,E06000023,51.505446,-2.648539
BS11 0TL,E06000023,51.504784,-2.647939
BS11 0TN,E06000023,51.504453,-2.647517
BS11 0TP,E06000023,51.505159,-2.646734
BS11 0TQ,E06000023,51.504899,-2.649828
BS11 0TR,E06000023,51.505503,-2.644765
BS11 0TS,E06000023,51.504716,-2.645532
BS11 0TT,E06000023,51.505068,-2.645021
BS11 0TU,E06000023,51.505546,-2.643325
BS11 0TW,E06000023,51.504674,-2.646598
